SI.,Product Name,Item Code,UOM,Purchase UOM,Product Category,Origin Rule,Purchase Cost
1420,BG PLATE WITH HOLE,PI-BG-PLATE-X1364,NOS,NOS,Accessory ,,0.3
1421,REINFORCEMENT BAR ALU,PI-REINF-BAR-ALU-X1365,MTR,MTR(LENGTH 5 MTR),Accessory ,,6.06
1422,PVC CORNER 20MM PAL,PI-PVC-CR-20PAL-X1366,NOS,BOX (200 NOS),Accessory ,,0.15
1423,MEASURING TAPE,PI-MEAS-TAPE-X1367,NOS,NOS,Tool ,,4
1424,VCD BLADE 150 MM,PI-VCD-150-MTR-X1368,MTR,MTR(LENGTH 6 MTR),Accessory ,,15.96
1425,SPINDEL 12X125,PI-SPINDEL-12X125-X1369,NOS,NOS,Accessory ,,1.2
1426,ALUMINIUM U FLANGE 20MM (KS),PI-ALU-UFL-20KS-X1370,MTR,Length (5 MTR),Accessory ,,1.83
1427,ALUMINIUM CH. FLANGE 20MM (KS),PI-ALU-CHFL-20KS-X1371,MTR,Length (5 MTR),Accessory ,,2.23
1428,ALU RIVET 4X25 BOX,PI-ALU-RIVET-4X25-X1372,BOX,BOX(400 PCS),Accessory ,,18
1429,VCD BLADE 200 MM,PI-VCD-200-MTR-X1373,MTR,MTR(LENGTH 6 MTR),Accessory ,,28.58
1430,PVC FLANGE 20MM,PI-PVC-FL-20-X1374,MTR,Length (5 MTR),Accessory ,,0.94
1431,CNC BLADE KINGSPAN,PI-CNC-BLADE-KING-2-X1375,NOS,NOS,Accessory ,,124.61
1432,Z LINK,PI-Z-LINK-X1376,NOS,NOS,Accessory ,,1.65
1433,"ALUMINIUM TAP 3"" (AL ANSAF)",PI-ALU-T3-ANS-BX-X1377,BOX,BOX(18 NOS),Accessory ,,47.5
1434,PAL PHENOLIC SHEET UL 181 20M (INNOVA),PI-PH-UL181-20M-INN-X1378,SQM,SQM,Raw-Material,,26.76
1435,PVC H BAYONET,PI-PVC-HBAY-X1379,MTR,Length (5 MTR),Accessory ,,0.54
1436,RIVIT 4.8 X 30,PI-RIVIT-4.8X30-X1380,BOX,BOX (400 PCS),Accessory ,,17.9
1437,CUTTING KNIFE,PI-CUT-KNIFE-X1381,NOS,NOS,Tool,,4.91
1438,SPECIALITE PHENOLIC SHEET UL 181 20M (KHAN),PI-PH-UL181-20M-SP-X1382,SQM,SQM,Raw-Material,,23.74
1439,SEALANT GUN,PI-SEAL-GUN-X1383,NOS,NOS,Tool,,15.27
1440,BG PLATE WITH HOLE,PI-BG-PLATE-X1384,NOS,NOS,Accessory ,,0.3
1441,CROSS FIX DEVICE FOR REIN BAR,PI-CROSS-FIX-X1385,NOS,NOS,Accessory ,,1.18
1442,UL TAPE 30 YARD - IDEAL,PI-ULT-30-IDEAL-X1386,NOS,NOS,Accessory ,,32.24
1443,PVC CORNER 20MM,PI-PVC-CR-20-X1387,NOS,BOX (200 NOS),Accessory ,,0.09
1444,UL TAPE 60 YARD - MEIYUAN,PI-ULT-60-MEI-X1388,NOS,NOS,Accessory ,,50.83
1445,ALUMINIUM U. FLANGE 20MM,PI-ALU-UFL-20-X1389,MTR,Length (5 MTR),Accessory ,,1.76
1446,PVC BUSH WITH OUT HOLE,PI-PVC-BUSH-NH-X1390,NOS,NOS,Accessory ,,0.16
1447,VCD BLADE 200 MM,PI-VCD-200-MTR-X1391,MTR,MTR(LENGTH 6 MTR),Accessory ,,29.06
1448,GI CORNER 20MM-PAL,PI-GI-CR-20PAL-X1392,NOS,BOX (200 NOS),Accessory ,,0.12
1449,"ALUMINIUM TAPE 2""-ASMACO",PI-ALU-T2-ASM-BX-X1393,BOX,BOX(24 NOS),Accessory ,,58.87
1450,PVC BUSH WITH OUT HOLE,PI-PVC-BUSH-NH-X1394,NOS,NOS,Accessory ,,0.16
1451,VCD BLADE 150 MM,PI-VCD-150-MTR-X1395,MTR,MTR(LENGTH 6 MTR),Accessory ,,15.38
1452,RIVIT 4.8 X 30,PI-RIVIT-4.8X30-X1396,BOX,BOX (400 PCS),Accessory ,,18.2
1453,UL TAPE 60 YARD - MEIYUAN,PI-ULT-60-MEI-X1397,NOS,NOS,Accessory ,,49.86
1454,ALUMINIUM U. FLANGE 20MM,PI-ALU-UFL-20-X1398,MTR,Length (5 MTR),Accessory ,,1.76
1455,RIVIT 4.8 X 30,PI-RIVIT-4.8X30-X1399,BOX,BOX (400 PCS),Accessory ,,18.24
1456,PROFILE GLUE,PI-PROFILE-GLUE-X1400,NOS,NOS,Accessory ,,18.84
1457,CUTTING KNIFE,PI-CUT-KNIFE-X1401,NOS,NOS,Tool,,5.07
1458,BG PLATE WITH HOLE,PI-BG-PLATE-X1402,NOS,NOS,Accessory ,,0.3
1459,SEALANT (DR FIX PIDILITE) WHITE,PI-SEAL-DRFIX-W-X1403,BOX,BOX(24 NOS),Accessory ,,38.04
1460,GI CORNER 20MM-PAL,PI-GI-CR-20PAL-X1404,NOS,BOX (200 NOS),Accessory ,,0.12
1461,SPINDEL 12X75,PI-SPINDEL-12X75-X1405,NOS,NOS,Accessory ,,0.76
1462,PVC H BAYONET,PI-PVC-HBAY-X1406,MTR,Length (5 MTR),Accessory ,,0.55
1463,STUCK UP PIN LOCK,PI-STUCK-PIN-LOCK-X1407,NOS,NOS,Accessory ,,0.04
1464,PVC H BAYONET,PI-PVC-HBAY-X1408,MTR,Length (5 MTR),Accessory ,,0.54
1465,PVC U FLANGE,PI-PVC-UFL-X1409,MTR,Length (5 MTR),Accessory ,,1.24
1466,STUCK UP PIN (ANSAF),PI-STUCK-PIN-ANS-X1410,BOX,BOX(400 PCS),Accessory ,,86.27
1467,STUCK UP PIN LOCK,PI-STUCK-PIN-LOCK-X1411,NOS,NOS,Accessory ,,0.04
1468,"ALUMINIUM TAPE 2""-ASMACO",PI-ALU-T2-ASM-BX-X1412,BOX,BOX(24 NOS),Accessory ,,59.44
1469,CROSS FIX DEVICE FOR REIN BAR,PI-CROSS-FIX-X1413,NOS,NOS,Accessory ,,1.19
1470,VCD BLADE 100 MM,PI-VCD-100-MTR-X1414,MTR,MTR(LENGTH 6 MTR),Accessory ,,11.39
1471,STUCK UP PIN (ANSAF),PI-STUCK-PIN-ANS-X1415,BOX,BOX(400 PCS),Accessory ,,86.79
1472,"ALUMINIUM TAPE 2""",PI-ALU-TAPE-2-BX-X1416,BOX,BOX(24 NOS),Accessory ,,43.04
1473,"ALUMINIUM TAPE 2""-ASMACO",PI-ALU-T2-ASM-BX-X1417,BOX,BOX(24 NOS),Accessory ,,60.59
1474,PVC CORNER 20MM,PI-PVC-CR-20-X1418,NOS,BOX (200 NOS),Accessory ,,0.09
1475,CAM LOCK,PI-CAM-LOCK-X1419,NOS,NOS,Accessory ,,0.91
1476,ALUMINIUM JOINT. FLANGE 20MM (KS),PI-ALU-JFL-20KS-X1420,MTR,Length (5 MTR),Accessory ,,2.47
1477,ALUMINIUM F. FLANGE 20MM,PI-ALU-FFL-20-X1421,MTR,Length (5 MTR),Accessory ,,2.29
1478,SEALANT (STAR ADHESIV) GRAY,PI-SEAL-STAR-G-X1422,BOX,BOX(24 NOS),Accessory ,,41.2
1479,"ALUMINIUM TAP 3"" (GERGAWI)",PI-ALU-T3-GER-BX-X1423,BOX,BOX(18 NOS),Accessory ,,43.34
1480,GLUE STAR (15 LITRE),PI-GLUE-STAR-X1424,DRUM,DRUM(15 LITRE),Accessory ,,94.72
1481,"ALUMINIUM TAP 3"" (GERGAWI)",PI-ALU-T3-GER-BX-X1425,BOX,BOX(18 NOS),Accessory ,,44.05
1482,SEALANT (STAR ADHESIV) WHITE,PI-SEAL-STAR-W-X1426,BOX,BOX(24 NOS),Accessory ,,40.82
1483,REINFORCEMENT BAR ALU,PI-REINF-BAR-ALU-X1427,MTR,MTR(LENGTH 5 MTR),Accessory ,,6.03
1484,MEASURING TAPE,PI-MEAS-TAPE-X1428,NOS,NOS,Tool ,,3.95
1485,CUTTING KNIFE,PI-CUT-KNIFE-X1429,NOS,NOS,Tool,,4.93
1486,RIVIT 4.8 X 30,PI-RIVIT-4.8X30-X1430,BOX,BOX (400 PCS),Accessory ,,17.65
1487,UL TAPE 60 YARD - SHUR,PI-ULT-60-SHUR-X1431,NOS,NOS,Accessory ,,46.51
1488,"ALUMINIUM TAPE 2""",PI-ALU-TAPE-2-BX-X1432,BOX,BOX(24 NOS),Accessory ,,42.98
1489,ALUMINIUM F. FLANGE 20MM,PI-ALU-FFL-20-X1433,MTR,Length (5 MTR),Accessory ,,2.33
1490,STUCK UP PIN (ANSAF),PI-STUCK-PIN-ANS-X1434,BOX,BOX(400 PCS),Accessory ,,86.87
1491,ALUMINIUM CH. FLANGE 20MM,PI-ALU-CHFL-20-X1435,MTR,Length (5 MTR),Accessory ,,2.24
1492,STUCK UP PIN LOCK,PI-STUCK-PIN-LOCK-X1436,NOS,NOS,Accessory ,,0.04
1493,UL TAPE 60 YARD - SHUR,PI-ULT-60-SHUR-X1437,NOS,NOS,Accessory ,,46.78
1494,GLUE KINGSPAN (15 litre DRUM),PI-GLUE-KING-X1438,DRUM,DRUM(15 LITRE),Accessory ,,147.95
1495,Z LINK,PI-Z-LINK-X1439,NOS,NOS,Accessory ,,1.68
1496,SPECIALITE PHENOLIC SHEET UL 181 20M (KHAN),PI-PH-UL181-20M-SP-X1440,SQM,SQM,Raw-Material,,23.68
1497,REINFORCEMENT BAR ALU,PI-REINF-BAR-ALU-X1441,MTR,MTR(LENGTH 5 MTR),Accessory ,,6.11
1498,UL TAPE 30 YARD - IDEAL,PI-ULT-30-IDEAL-X1442,NOS,NOS,Accessory ,,32.57
1499,"ALUMINIUM TAPE 2""-ASMACO",PI-ALU-T2-ASM-BX-X1443,BOX,BOX(24 NOS),Accessory ,,59.3
1500,"ALUMINIUM TAP 3"" (AL ANSAF)",PI-ALU-T3-ANS-BX-X1444,BOX,BOX(18 NOS),Accessory ,,46.54
